gene	sig.nft.up	sig.plaq.up	sig.plaq.dw	sig.nft.dw	ntest	nft.resid	nft	plaq_n	dir	set
PIGU	0	0	3	1	6	0.000985527459896116	-0.00220741838132296	-0.00346886638989309	Plaque	Inh_Inh
THRAP3	0	0	3	0	6	0.000988531896380436	-0.000946616069551321	-0.00169317600137362	Plaque	Inh_Inh
KIF3B	0	0	3	0	6	0.000992691559807262	-0.000600825594143693	-0.00127433109193375	Plaque	Inh_Inh
NFE2L2	0	0	3	0	6	0.000996851937987107	-0.000870501601608455	-0.00271911698048476	Plaque	Inh_Inh
EXD3	0	0	4	2	6	0.00104491291265453	-0.00252778821968958	-0.0040628589928577	Plaque	Inh_Inh
C9orf85	0	0	3	0	6	0.0010733098515586	-0.00128666880804358	-0.00173448371484648	Plaque	Inh_Inh
MZF1	0	0	3	0	6	0.00107437215737081	-0.00264645939097164	-0.00324541829246388	Plaque	Inh_Inh
FGFR1OP	0	0	4	2	6	0.00108608450017704	-0.00191466482768145	-0.00214634634533679	Plaque	Inh_Inh
HKR1	0	0	4	2	6	0.00110706389745564	-0.0015695734276463	-0.00223401451815401	Plaque	Inh_Inh
XPOT	2	3	1	0	6	0.00110876464714642	0.00165902406882229	0.00169655925252257	Plaque	Inh_Inh
ANAPC7	0	0	3	2	6	0.0011119543057907	-0.00113616059579564	-0.00255770266588527	Plaque	Inh_Inh
KIN	0	0	3	1	6	0.00112607468101617	-0.000980316973641081	-0.000812930190127365	Plaque	Inh_Inh
SNAP23	0	0	3	2	6	0.0011389769671181	-0.000796647617945047	-0.00257223144880951	Plaque	Inh_Inh
KIAA0825	0	0	3	1	6	0.00116657118101577	-0.00091020125438006	-0.00309537362665178	Plaque	Inh_Inh
RNMT	0	0	4	1	6	0.00117438453051407	-0.00268257127636711	-0.00380600062027923	Plaque	Inh_Inh
NUS1	0	0	4	1	6	0.0011908159010331	-0.00149455225977269	-0.00246507464854502	Plaque	Inh_Inh
CFAP43	0	0	3	1	6	0.00120859684077959	-0.00179234902229074	-0.00239542911308443	Plaque	Inh_Inh
MFSD14C	0	0	3	0	6	0.00123587335594132	-0.000449288629760093	-0.00111469974767289	Plaque	Inh_Inh
CMSS1	0	0	4	0	6	0.00124437434964096	-0.000685842630989759	-0.00187858310327847	Plaque	Inh_Inh
ELOVL5	0	0	3	0	6	0.00124790176449759	-0.00134639532132637	-0.00421027780340671	Plaque	Inh_Inh
HSPD1	0	0	3	0	6	0.00125130657050339	-0.0012910310940442	-0.00346818154475637	Plaque	Inh_Inh
SLC29A4	0	0	4	2	6	0.00125424149445716	-0.00204422106637497	-0.00487715724583576	Plaque	Inh_Inh
HOMER2	0	0	3	0	6	0.00125505263930913	-0.00138605631563395	-0.00283858329462666	Plaque	Inh_Inh
ZNF827	0	0	3	0	6	0.00125636132735506	-0.00051353819495185	-0.0027417618460979	Plaque	Inh_Inh
TPST2	0	0	3	1	5	0.00130965314556884	-0.00378447676677473	-0.00648353525918685	Plaque	Inh_Inh
LMLN	0	0	3	1	6	0.0013452812490043	-0.00166100044643136	-0.00214409254421372	Plaque	Inh_Inh
CTPS2	0	0	4	1	6	0.00135803515643947	-0.00182341284211982	-0.00318147415422162	Plaque	Inh_Inh
SGIP1	0	0	3	0	6	0.0013594166918474	-0.000501037339317463	-0.00248123467452121	Plaque	Inh_Inh
GART	0	0	3	2	6	0.00136863717345726	-0.00118679414979464	-0.00165761513108337	Plaque	Inh_Inh
POM121	0	0	4	2	6	0.00139004088204638	-0.00138967710793984	-0.00280109332631958	Plaque	Inh_Inh
NMD3	0	0	3	1	6	0.0013964287791673	-0.00229493681821135	-0.00437145960306178	Plaque	Inh_Inh
CRLS1	0	0	3	1	6	0.00141592723410612	-0.00103242892116899	-0.00224838286263867	Plaque	Inh_Inh
CNOT10	0	0	3	0	6	0.00142823316082802	-0.000706517519636924	-0.00163714464727103	Plaque	Inh_Inh
AP4S1	0	0	3	0	6	0.00144380420135341	-0.00115145448184707	-0.0019836145325707	Plaque	Inh_Inh
SUGP1	0	0	4	1	6	0.00144554943641768	-0.00355401513743708	-0.00478949821387422	Plaque	Inh_Inh
FAM120B	0	0	4	1	6	0.00145668289231815	-0.00183313139188064	-0.00289412171432581	Plaque	Inh_Inh
SAMD4B	0	0	3	0	6	0.00147599590710801	-0.00103963241124419	-0.00328587859402952	Plaque	Inh_Inh
STS	0	0	3	1	5	0.00150470630807258	-0.00195083231349642	-0.00387426835867443	Plaque	Inh_Inh
ENOPH1	2	3	0	0	6	0.00151459070011619	0.00308217214687816	0.00374922333218215	Plaque	Inh_Inh
ACYP2	0	0	4	2	6	0.00151460652382624	-0.00211798309794899	-0.00324773856991954	Plaque	Inh_Inh
USPL1	0	0	3	1	6	0.00156444841911889	-0.00162687558694604	-0.00325957164666862	Plaque	Inh_Inh
MPHOSPH9	0	0	3	0	6	0.00157927372823705	-0.0000975902155453056	-0.00133257682501948	Plaque	Inh_Inh
GOLGA8B	0	0	3	1	6	0.00158423359818565	-0.00568546248289601	-0.0109072840084886	Plaque	Inh_Inh
QRICH1	0	0	3	1	6	0.00158622010017904	-0.000769603726482504	-0.00215873694257432	Plaque	Inh_Inh
RNF214	0	0	5	2	6	0.00165065484748294	-0.00176785538825531	-0.0038667296084469	Plaque	Inh_Inh
UTP6	0	0	4	0	6	0.00166930239197893	-0.00129587880948785	-0.00219326031653281	Plaque	Inh_Inh
SLC3A2	0	0	3	0	6	0.00167665590715911	-0.00107374647959562	-0.00314408622775975	Plaque	Inh_Inh
TRAF6	0	0	4	1	6	0.00167691294331349	-0.00237021509688447	-0.00379323228504137	Plaque	Inh_Inh
CCDC59	0	0	4	0	6	0.00175816945126025	-0.00312237291470374	-0.00646836990673223	Plaque	Inh_Inh
NFU1	0	0	4	1	6	0.00176645762138292	-0.00147917647934641	-0.00239044471120346	Plaque	Inh_Inh
MORN4	0	0	3	0	6	0.00177861750406122	-0.000259562188654405	-0.0022628153923685	Plaque	Inh_Inh
PHF20L1	0	0	3	1	6	0.00178615689681831	-0.000399955989579797	-0.00115016287699197	Plaque	Inh_Inh
MT-ND2	2	3	0	0	6	0.00179442811855541	0.00736785833673713	0.00737618236968036	Plaque	Inh_Inh
MAML1	0	0	3	0	6	0.00182657820856639	-0.00074623697677333	-0.000859772039823463	Plaque	Inh_Inh
SLC27A1	0	0	4	1	6	0.0018366207255171	-0.00226359013496787	-0.00464845490939844	Plaque	Inh_Inh
DDX55	0	0	4	2	6	0.00184504675240269	-0.00284223440525271	-0.00392498569068385	Plaque	Inh_Inh
NSUN2	0	0	3	0	6	0.00187615899764036	-0.00199126037977807	-0.00419780539795115	Plaque	Inh_Inh
MFSD14B	0	0	3	0	6	0.00188947325916844	-0.000381317561690154	-0.00147221888202275	Plaque	Inh_Inh
DYNC2LI1	0	0	4	2	6	0.00189016563875607	-0.00172590589002333	-0.00386512613669105	Plaque	Inh_Inh
ZFP64	0	0	3	2	6	0.00191346842504669	-0.00163533388537291	-0.00414855974637382	Plaque	Inh_Inh
CYP20A1	0	0	3	2	6	0.00193315040825145	-0.00176112055019461	-0.00376222436156659	Plaque	Inh_Inh
LARP4	0	0	3	0	6	0.00194516853520671	-0.0000433903192879338	-0.00174654769069335	Plaque	Inh_Inh
SLC7A8	0	0	3	0	6	0.00196645445304003	-0.00180055392661463	-0.0036556362613411	Plaque	Inh_Inh
TPD52L2	0	0	5	2	6	0.00199825702849378	-0.00304873723154003	-0.00432575956669424	Plaque	Inh_Inh
AGAP4	0	0	4	2	6	0.0020043275339529	-0.000854279716422589	-0.00252627291764586	Plaque	Inh_Inh
PISD	0	0	4	1	6	0.00202304341966697	-0.00188267114483806	-0.00415974778859017	Plaque	Inh_Inh
CNTNAP3	0	0	3	1	6	0.00202565339385845	-0.000973978655668174	-0.0021626699115488	Plaque	Inh_Inh
UHRF1BP1	0	0	3	0	6	0.00207857520278405	0.0000832106689033176	-0.00162689554428555	Plaque	Inh_Inh
RNF138	0	0	3	0	6	0.0020923585735956	-0.000113230085423276	-0.00154098698628153	Plaque	Inh_Inh
SCN2B	2	3	0	0	6	0.00209899601506431	0.00530972754705713	0.00304814431286785	Plaque	Inh_Inh
QTRT1	0	0	3	0	6	0.0021082397296669	-0.00123308664816911	-0.00411225506574932	Plaque	Inh_Inh
MVD	0	0	3	1	6	0.00213225276798352	-0.00341520657702647	-0.00475510619612266	Plaque	Inh_Inh
RBM45	0	0	3	0	6	0.00227446567606176	0.000129965210262685	-0.00164591185515526	Plaque	Inh_Inh
C18orf25	0	0	3	0	6	0.00232545425795727	0.0000755744487103471	-0.00209020816787506	Plaque	Inh_Inh
CPQ	0	0	3	0	6	0.0024449544924278	-0.000423509243861607	-0.00468675356022637	Plaque	Inh_Inh
AGPAT5	0	0	4	1	6	0.0024918777375565	-0.000396594903623974	-0.00288720641842664	Plaque	Inh_Inh
NOP58	0	0	3	0	6	0.00269102843813384	0.00052942991441666	-0.00198776173573444	Plaque	Inh_Inh
ANKRD24	0	0	3	0	6	0.00278459397031427	-0.000824864498844784	-0.00181949710195501	Plaque	Inh_Inh
BSG	2	3	0	0	6	0.00311617886425221	0.006031548406557	0.00521091839339141	Plaque	Inh_Inh
KCTD13	0	0	3	0	6	0.00315298290691729	-0.0000743912738995927	-0.00231449661353028	Plaque	Inh_Inh
FAM173B	0	0	3	0	6	0.00437976367696772	0.000558968687055793	-0.00338504205776698	Plaque	Inh_Inh
ZMAT1	0	0	3	0	6	0.00476343815578979	-0.000513894004154923	-0.00517916331367169	Plaque	Inh_Inh
HSPB1	3	2	0	0	3	0.0208889255136358	0.0255526727913965	0.00612623256873107	NFT	Exc_Exc
SCRT1	4	1	0	0	4	0.0106120461440045	0.0108305435465839	0.000527462697501652	NFT	Exc_Exc
NECAB3	3	0	0	0	3	0.010114561634657	0.0106109999061125	0.00103379137794939	NFT	Exc_Exc
NCDN	4	1	0	0	6	0.00787071666794768	0.0108099050375129	0.00361213490239697	NFT	Exc_Exc
EEF1A2	4	2	0	0	6	0.00732024351054632	0.0113020265817723	0.00422943766708157	NFT	Exc_Exc
SYNPO	4	2	0	0	6	0.00724524717841706	0.0104622076919158	0.00341204995850703	NFT	Exc_Exc
TUBB4A	3	2	0	0	6	0.00698423638503176	0.0116012775816442	0.00451936632764817	NFT	Exc_Exc
CDK5R2	5	2	0	0	6	0.00674902607377785	0.00989436973261496	0.00584675489341847	NFT	Exc_Exc
PRR36	3	2	0	0	6	0.00652125921518056	0.00954870272427646	0.00487650013612897	NFT	Exc_Exc
UBTF	3	2	0	0	6	0.00649070831560582	0.00808455702095855	0.00265494097243389	NFT	Exc_Exc
TESK1	3	2	0	0	4	0.00647123855216063	0.00895724336651598	0.00350636195785083	NFT	Exc_Exc
FSCN1	5	0	0	0	6	0.0061194429358052	0.00652928828043352	0.00100414612443696	NFT	Exc_Exc
CACNB1	4	1	0	0	6	0.0060418353026447	0.00668247018236465	0.00102158062924875	NFT	Exc_Exc
IGFBP5	3	2	0	0	6	0.00603180993061776	0.0115514070865416	0.00626644480908497	NFT	Exc_Exc
CALR	4	1	0	0	6	0.00599895121874291	0.00730010584554267	0.00458082300917468	NFT	Exc_Exc
SNPH	4	2	0	0	6	0.00566529045639345	0.00909279416881853	0.00358151699137326	NFT	Exc_Exc
CXXC4	3	2	0	0	6	0.00542619227051639	0.00933792963684936	0.00331428933951375	NFT	Exc_Exc
KLC2	4	2	0	0	6	0.00537878170465894	0.00758201386854034	0.00238925024676812	NFT	Exc_Exc
SUMO3	3	1	0	0	6	0.00512656521805417	0.00827814643577076	0.00322095709142858	NFT	Exc_Exc
MIER2	3	2	0	0	3	0.00493797154710087	0.00606127565373642	0.00199625736769608	NFT	Exc_Exc
ZBTB18	3	2	0	0	6	0.00490588653749163	0.00815300393744007	0.00431196807968241	NFT	Exc_Exc
PTPRN	4	1	0	0	6	0.00490230520553911	0.00628322762252751	0.00153519080934222	NFT	Exc_Exc
RHBDD2	3	2	0	0	6	0.00484710213452838	0.00890825884468434	0.0042261634266181	NFT	Exc_Exc
GMFB	3	1	0	0	6	0.00479892342077524	0.00710586213912734	0.00334196536403396	NFT	Exc_Exc
PRRT1	3	2	0	0	6	0.00462447019814314	0.0079487970555497	0.00434479838424262	NFT	Exc_Exc
ATP6V0B	3	2	0	0	6	0.00461996441305182	0.0069576899815663	0.00308551768884117	NFT	Exc_Exc
FAM69B	4	1	0	0	5	0.00446540396948556	0.00530712865457731	0.00119802394447453	NFT	Exc_Exc
PSPH	4	2	0	0	6	0.00442008950482432	0.00569313355938177	0.00376770856299234	NFT	Exc_Exc
CX3CL1	4	2	0	0	6	0.00440777308384562	0.00557030458528562	0.00166845246463695	NFT	Exc_Exc
RANGAP1	3	2	0	0	6	0.00437321113155499	0.00535891497673928	0.00154130727978979	NFT	Exc_Exc
DDN	3	2	0	0	6	0.00428475371063821	0.00875883266527869	0.00738993113454643	NFT	Exc_Exc
EGFL7	3	2	0	0	5	0.00422245975598001	0.00726303441823094	0.00347272494581858	NFT	Exc_Exc
CAPNS1	3	2	0	0	6	0.00422232167159763	0.00800122657224026	0.00486026292480763	NFT	Exc_Exc
FBXL19	3	2	0	0	6	0.00420655302690221	0.00491711290017783	0.000718128449145241	NFT	Exc_Exc
ST8SIA3	3	0	0	0	6	0.00414877922668297	0.00478086501157728	0.00103836154884006	NFT	Exc_Exc
NXF1	4	1	0	0	6	0.00413749379280515	0.00608374747954971	0.00207962849498448	NFT	Exc_Exc
CDK5R1	3	2	0	0	6	0.00394524909023591	0.00672345531204744	0.00370225012151649	NFT	Exc_Exc
SCOC	3	2	0	0	6	0.00392435864280452	0.00582019393577301	0.00217900131167968	NFT	Exc_Exc
KCTD17	4	2	0	0	6	0.00392168817208893	0.00671381815236135	0.00414185031598569	NFT	Exc_Exc
EIF1	3	1	0	0	6	0.00387301001339064	0.00631506018292223	0.00288352620852407	NFT	Exc_Exc
SLITRK4	5	2	0	0	6	0.00384289837092053	0.00777873853648056	0.00630495230822283	NFT	Exc_Exc
HYOU1	3	2	0	0	6	0.0037718086073198	0.00598175732773813	0.00483942240204662	NFT	Exc_Exc
KHSRP	3	2	0	0	6	0.00371241967817642	0.00573121547469716	0.00212545054590122	NFT	Exc_Exc
RBM14-RBM4	4	1	0	0	6	0.00367085237982182	0.00453416964371547	0.00150330354387283	NFT	Exc_Exc
B4GALT2	4	2	0	0	5	0.0036450718747298	0.00723847276445395	0.00389619187757652	NFT	Exc_Exc
PEA15	3	2	0	0	6	0.00364506758480017	0.00757528116841503	0.00742832892729251	NFT	Exc_Exc
SNX3	4	1	0	0	6	0.00363484602867077	0.0051641174732923	0.00316743641246755	NFT	Exc_Exc
CFL1	4	2	0	0	6	0.00361470426167366	0.00592912471242335	0.0057810261918845	NFT	Exc_Exc
INA	3	2	0	0	6	0.00357110893691038	0.00645562970095419	0.00639847104513555	NFT	Exc_Exc
NOL8	3	1	0	0	6	0.00356600703283344	0.00423538024497707	0.0021794075458518	NFT	Exc_Exc
PDE8B	4	1	0	0	6	0.00352813223898917	0.00529336173961394	0.00404649411849014	NFT	Exc_Exc
MNS1	3	0	0	0	5	0.00351066553402791	0.00406243459325426	0.00308833713454726	NFT	Exc_Exc
CCDC34	3	0	0	0	6	0.00350576642490426	0.00396214567358659	0.00245444759938824	NFT	Exc_Exc
LZTS2	3	2	0	0	3	0.00344719481625549	0.00526663692910379	0.00266269531543761	NFT	Exc_Exc
SMARCD3	4	2	0	0	6	0.00342712451056336	0.00629071050431332	0.00474622356025752	NFT	Exc_Exc
UBA52	3	2	0	0	6	0.00341995645758766	0.00774643622141662	0.0058438549976102	NFT	Exc_Exc
SRM	3	2	0	0	6	0.00336476029733968	0.00451027710782374	0.00132859604467258	NFT	Exc_Exc
TPRG1L	3	2	0	0	6	0.00334976751010289	0.00590684277521153	0.00582038200465166	NFT	Exc_Exc
MFSD12	4	2	0	0	6	0.00330488502094414	0.00416502515814742	0.00263298028636074	NFT	Exc_Exc
SCN1B	3	2	0	0	6	0.00330182222539707	0.00738889708565927	0.00527535566107923	NFT	Exc_Exc
SCN2B	4	2	0	0	6	0.00327809608553952	0.00703643596507582	0.00626052307758182	NFT	Exc_Exc
MMD	3	1	0	0	6	0.00322690892294044	0.00385282235457608	0.00270150370119082	NFT	Exc_Exc
CTSA	3	0	0	0	6	0.00318236972853868	0.00288479279287583	-0.000153951635356659	NFT	Exc_Exc
GOLGA7B	3	0	0	0	6	0.00316454138693785	0.00377711848347652	0.00064320852084368	NFT	Exc_Exc
CTSB	3	1	0	0	6	0.00314709170490311	0.00410043585967438	0.00187284792768851	NFT	Exc_Exc
TPP1	3	1	0	0	6	0.00314375598163761	0.00395596538955478	0.00202853108848251	NFT	Exc_Exc
UBC	3	2	0	0	6	0.00312677111661064	0.00750995359311167	0.00480813776714776	NFT	Exc_Exc
STMN1	3	1	0	0	6	0.00309687158854578	0.00409928389963874	0.00126125693007775	NFT	Exc_Exc
CAMTA2	3	2	0	0	6	0.00299847138193734	0.00503196993616338	0.00223555507010838	NFT	Exc_Exc
ABHD17A	3	1	0	0	6	0.00291840051436656	0.00412693415586928	0.00143409086899731	NFT	Exc_Exc
BRI3BP	4	0	0	0	6	0.00279577048388348	0.00324114997963492	0.00177726216745377	NFT	Exc_Exc
VPS28	3	1	0	0	6	0.00272328352130375	0.0039690073388274	0.0020049989975172	NFT	Exc_Exc
NPTX1	3	2	0	0	6	0.00269309008619236	0.00528563647709746	0.00258031835569637	NFT	Exc_Exc
ATP2B3	3	0	0	0	6	0.00267693792698266	0.00326618996289207	0.000904011610546175	NFT	Exc_Exc
UBE2L3	4	2	0	0	6	0.00264040629606686	0.00410803509656799	0.00138667451433102	NFT	Exc_Exc
DNA2	3	1	0	0	6	0.00261842733414014	0.0029484457395258	0.00139690658000829	NFT	Exc_Exc
C11orf87	4	2	0	0	6	0.00259815099498043	0.00357422893342065	0.000823539964418821	NFT	Exc_Exc
PTOV1	3	2	0	0	6	0.00258204774339451	0.00342984003334167	0.00236594623212138	NFT	Exc_Exc
ALDH2	4	2	0	0	6	0.0025660788055853	0.0048032324177087	0.00277934433002947	NFT	Exc_Exc
SLC4A3	3	1	0	0	6	0.00252727052646679	0.00383637680249826	0.00226235880768104	NFT	Exc_Exc
RAB23	4	2	0	0	6	0.00251593412704286	0.00419574115858676	0.00230849167668153	NFT	Exc_Exc
FGF17	3	2	0	0	6	0.00247897585234842	0.00361243222320124	0.00452874853070486	NFT	Exc_Exc
TMEM25	3	2	0	0	6	0.00247390379103815	0.00384060554205037	0.00159930281137242	NFT	Exc_Exc
STK11	3	2	0	0	6	0.00244983138103502	0.00327395043329866	0.0018351218783614	NFT	Exc_Exc
MEF2D	3	1	0	0	6	0.00240768274791321	0.0034802225959204	0.00101743955318204	NFT	Exc_Exc
CXXC1	4	2	0	0	6	0.00238901556915296	0.00427598321393798	0.0047814315489804	NFT	Exc_Exc
RTN2	3	2	0	0	6	0.00235954706289863	0.00359960576183349	0.00117839022246109	NFT	Exc_Exc
MAP2K2	3	2	0	0	6	0.00234831490649077	0.0038462605594814	0.00223394461041973	NFT	Exc_Exc
CA11	3	1	0	0	6	0.00234439262257724	0.00294333572510954	0.000842929630679901	NFT	Exc_Exc
PLEKHA3	4	1	0	0	6	0.00234425769948521	0.00259103379233835	0.00141012407621318	NFT	Exc_Exc
PPP5C	3	0	0	0	6	0.00230829559942361	0.00201393452276978	-0.00026209226993203	NFT	Exc_Exc
CBX3	3	2	0	0	6	0.00228359289217955	0.00319855189975187	0.00111963590800595	NFT	Exc_Exc
YIPF3	3	2	0	0	6	0.00225183675650198	0.00381100681802988	0.00486079404885192	NFT	Exc_Exc
HCFC1R1	3	1	0	0	6	0.00221527169322356	0.00232959335239406	0.00233057871123305	NFT	Exc_Exc
RAB5B	3	2	0	0	6	0.00217313872653581	0.00354425075824716	0.00163737604692417	NFT	Exc_Exc
P4HB	3	2	0	0	6	0.00215144246838976	0.00329984473246398	0.00297495581959307	NFT	Exc_Exc
ACSS2	3	0	0	0	6	0.00209888395996353	0.00186555639739434	0.000663081959698855	NFT	Exc_Exc
ZDHHC9	3	2	0	0	5	0.00208642567862914	0.00320240716465343	0.00145399747397679	NFT	Exc_Exc
SPRYD7	3	0	0	0	6	0.00206263600908227	0.00226641133412281	0.000903337793360696	NFT	Exc_Exc
FSD1	3	2	0	0	6	0.0020475007305233	0.00352883544665673	0.00301326396389982	NFT	Exc_Exc
AP1M1	3	1	0	0	6	0.00202701608789043	0.00260942972013254	0.000709354369173697	NFT	Exc_Exc
FAM8A1	3	1	0	0	6	0.00201012309889004	0.00249736232049461	0.000651867550761093	NFT	Exc_Exc
VCPKMT	4	2	0	0	6	0.00198464613569514	0.00267104194973745	0.0014239887379626	NFT	Exc_Exc
PFKL	3	1	0	0	6	0.00196602224706544	0.00264164004459949	0.000727954461348768	NFT	Exc_Exc
MTMR6	3	1	0	0	6	0.00196396488470412	0.00262536648361803	0.00103917433839711	NFT	Exc_Exc
ENTPD6	3	2	0	0	6	0.00189661024989128	0.00322481196888512	0.00331050148804979	NFT	Exc_Exc
PPP2CB	3	0	0	0	6	0.00189373527479786	0.0020071093548737	0.000402112634535217	NFT	Exc_Exc
MRPS26	3	2	0	0	6	0.00187745487433264	0.00226035447855364	0.0024397142140438	NFT	Exc_Exc
DACT3	3	1	0	0	4	0.00187070610958816	0.00248703277888782	0.00323542963441502	NFT	Exc_Exc
EEF2	3	1	0	0	6	0.00186474728983575	0.00621102795565515	0.00605626677492509	NFT	Exc_Exc
ATP6V1E1	3	2	0	0	6	0.00183217548531405	0.00261710795746616	0.00123839211842665	NFT	Exc_Exc
PLA2G12A	4	2	0	0	6	0.00182220723544183	0.00401617835521599	0.00294170395178622	NFT	Exc_Exc
IPO7	3	1	0	0	6	0.00180212514466188	0.00281095366219038	0.000852391878997732	NFT	Exc_Exc
ENO1	3	1	0	0	6	0.00179864402399537	0.00478694741753871	0.00324575185261768	NFT	Exc_Exc
SMAD4	3	2	0	0	6	0.00177849655939692	0.00368801464694357	0.00396540369900301	NFT	Exc_Exc
TMEM246	3	2	0	0	6	0.00177213340540215	0.00438873245320453	0.00332243009585501	NFT	Exc_Exc
APC2	3	1	0	0	6	0.00175831746940733	0.00319765592333156	0.00284652393692083	NFT	Exc_Exc
ACBD5	3	2	0	0	6	0.00172389538077392	0.00288902356218904	0.00145955133711004	NFT	Exc_Exc
RIMS3	3	2	0	0	6	0.00172087296993571	0.00328878461840587	0.00218732577928018	NFT	Exc_Exc
ERMP1	3	0	0	0	6	0.00163809677477237	0.00209067886259199	0.00159503525256854	NFT	Exc_Exc
RBM18	3	2	0	0	6	0.00161299734431638	0.00338430280130949	0.00270222878315906	NFT	Exc_Exc
FBXO3	3	2	0	0	6	0.0016116369976307	0.00222260801072559	0.000665959807265147	NFT	Exc_Exc
YTHDF2	4	1	0	0	6	0.00160229271498303	0.00275069841537886	0.0012229994715672	NFT	Exc_Exc
OSTM1	3	0	0	0	6	0.00159097422446855	0.00162064888270604	0.000152595770861582	NFT	Exc_Exc
C1orf115	3	1	0	0	6	0.00158392549859528	0.00245036630498933	0.0035767064820992	NFT	Exc_Exc
CLPTM1	3	2	0	0	6	0.00158140894266984	0.00261183162009704	0.00279532026725493	NFT	Exc_Exc
CSTB	3	2	0	0	6	0.00156764737446778	0.00414236126460062	0.00596783580258393	NFT	Exc_Exc
ZBTB1	3	2	0	0	6	0.00150385331403276	0.00353329892094235	0.00244877979499495	NFT	Exc_Exc
HDGF	3	2	0	0	6	0.00150271541704694	0.00287829604329193	0.00220185703147241	NFT	Exc_Exc
PODXL2	4	2	0	0	6	0.0014886268791099	0.00270359228320351	0.00339431323139709	NFT	Exc_Exc
TMEM167B	3	2	0	0	6	0.0014461460457471	0.00326095897740341	0.00377642242935733	NFT	Exc_Exc
SAV1	3	2	0	0	4	0.00138866877146587	0.00312234270334816	0.00260183915600991	NFT	Exc_Exc
ZNF771	3	0	0	0	6	0.00136427019380738	0.0015966122232533	0.00157920050259027	NFT	Exc_Exc
RNF187	3	2	0	0	6	0.00134893696778626	0.00444986317739437	0.00559792638791186	NFT	Exc_Exc
CANX	3	2	0	0	6	0.00132682672264161	0.00283737950655422	0.00377742844644296	NFT	Exc_Exc
LMBRD2	3	2	0	0	6	0.00120279605601404	0.0030372531070461	0.00290565275970762	NFT	Exc_Exc
COMT	3	1	0	0	6	0.00119140950651826	0.00175055618660711	0.000825831214475475	NFT	Exc_Exc
TMEM30A	3	2	0	0	6	0.00106448524389317	0.00363024469487289	0.00391669900470478	NFT	Exc_Exc
CASP3	3	1	0	0	6	0.00103146905905138	0.00175682813362056	0.00112691006402196	NFT	Exc_Exc
GPR85	3	2	0	0	6	0.00103049618515188	0.00460133203062808	0.00358375187847736	NFT	Exc_Exc
L1CAM	3	1	0	0	6	0.00103046592008828	0.00176797864221761	0.00299622130954486	NFT	Exc_Exc
NUDCD1	3	0	0	0	6	0.00101741142631633	0.000848240574466329	-0.000239679487274714	NFT	Exc_Exc
RBL1	3	1	0	0	6	0.000956195966772524	0.0019249705858829	0.00176127784369508	NFT	Exc_Exc
FAM131A	3	1	0	0	6	0.00093939338785487	0.00190085403654238	0.00177298350489134	NFT	Exc_Exc
SLC25A3	3	2	0	0	6	0.000906509482395993	0.00347782224230215	0.00229626216279764	NFT	Exc_Exc
MUM1L1	3	2	0	0	6	0.000897614348432737	0.00413323886389396	0.00381135742379223	NFT	Exc_Exc
AP1S1	3	2	0	0	6	0.000858535106800291	0.00317372277295341	0.00480334619589454	NFT	Exc_Exc
MUT	3	2	0	0	6	0.000807502621233657	0.00216361230896252	0.00157003899690952	NFT	Exc_Exc
TOPORS	3	2	0	0	6	0.000697970059513424	0.00333072358896635	0.00393938189065777	NFT	Exc_Exc
SEPT3	3	2	0	0	6	0.00062087370975822	0.00190957582848423	0.00183345434712324	NFT	Exc_Exc
RABEPK	0	0	2	3	6	0.000583341482650256	-0.00374933792546648	-0.00530919379434793	NFT	Exc_Exc
AP3M2	3	2	0	0	6	0.000555663829502744	0.00130243433142205	0.00202444498980224	NFT	Exc_Exc
HERPUD1	3	2	0	0	6	0.000528805128720874	0.00255788582531929	0.00358642028730866	NFT	Exc_Exc
BUB3	3	1	0	0	6	0.00023728913900827	0.00201541412525655	0.00288137672390796	NFT	Exc_Exc
MAOB	0	0	2	3	6	0.000166751404605692	-0.002062827615475	-0.00219617382743406	NFT	Exc_Exc
ARSK	3	2	0	0	6	0.000158586391412652	0.00224416194284268	0.00330144506514968	NFT	Exc_Exc
CTNND1	0	0	2	3	6	-0.0000142114043589265	-0.0020246804442435	-0.00234645761720328	NFT	Exc_Exc
DNAJC10	0	0	2	3	6	-0.0000773832459754259	-0.00259421502019987	-0.00278026156732347	NFT	Exc_Exc
PACRGL	0	0	2	3	6	-0.000103012368574801	-0.00126415354030131	-0.00123425446784671	NFT	Exc_Exc
LCLAT1	0	0	2	3	6	-0.000128411510961783	-0.00209351706616667	-0.00379455719567177	NFT	Exc_Exc
TRAPPC11	0	0	2	3	6	-0.000213049488082831	-0.00122342877368858	-0.00184770510214956	NFT	Exc_Exc
GALK2	0	0	1	3	6	-0.000231618909070556	-0.00191144012606683	-0.00290027388099941	NFT	Exc_Exc
MTMR1	0	0	1	3	6	-0.000242416628992318	-0.00229321125627351	-0.00326402215324768	NFT	Exc_Exc
DNAJC24	0	0	2	3	6	-0.000299001405539376	-0.002022341477524	-0.0021476475223398	NFT	Exc_Exc
LARS2	0	0	2	3	6	-0.000333536204191504	-0.00229773628001813	-0.00304453057679983	NFT	Exc_Exc
C9orf85	0	0	2	4	6	-0.000340064377946271	-0.00270927129828504	-0.00377774840665534	NFT	Exc_Exc
